tweet,subjectivity,polarity,score
     Why?  Scared?  He does seem to have controlling presidence in all the lamestream media.,0,0,Neutral
Lamestream Media Refuse to the,0,0,Neutral
"Hmmmm... nah, nothing to see here says lamestream media ",0,0,Neutral
"Not worried about number of cases. And, according to the number of infection to death ratio; looks like I shouldn't be worried about that either. 🤷‍♂️

Goddamn fearmongering lamestream media again keeping the flames of panic and fear well stoked, I see. 🤦‍♂️
 ",0,0,Neutral
"Yeah, one of ‘those times’ that the DUMBASS DEMS wished they’d left him in the BASEMENT!!!

Dumbass actually ‘SPILLED-THE-BEANS’ (rare moment of HONESTY)!!!

Didn’t matter though, nobody believes it &amp; the MALICIOUS Lamestream Media acts as it was never said!!! ",0.333333333,0.333333333,Positive
 Doesn’t make sense. Coach O can’t be a liar! What is happening to LSU football?? Must be the LAMESTREAM MEDIA!,0,0,Neutral
"12/5/2020 - EO 13848 and NESARA! GITMO Flights are constant!  via  
Great News Source what the lamestream media doesn't want you to see.",0.541666667,0.4,Positive
  Biden has not won! Watch the real news on Newsmax and OAN news 349 and 347 on Direct tv. The lamestream media doesn’t report the reality of it all. Do yourself a favor and watch the real news! This is the biggest scandal yet! If this election goes through it will kill the USA!,0.333333333,0.230208333,Positive
" They’re already hate watching or rolling their eyes through the political stuff, Meir hair has already trash talked them enough they think it’s part of the lamestream media  liberal conspiracy",0.5,-0.266666667,Negative
Lamestream media acting intensely like they are helping but what actually is... preying on the donations that come after a disaster.,0.366666667,0.066666667,Positive
   Then they designed Operation Warp Speed to get vaccines developed in unheard of record times! You have got to be kidding me about not taking this seriously! Stop listening to the lamestream media!,0.483333333,-0.197916667,Negative
The real election fraud is Amy Adams not getting an Emmy for Sharp Objects but you’ll never hear the LAMEstream media say shit about that! stopthesteal,0.616666667,-0.058333333,Negative
  EVERYONE KNOWS YOU CANT TRUST VIDEO OR THE LAMESTREAM MEDIA ASHLEY,0,0,Neutral
We are looking into the Rigging of the election by the Lamestream Media and Antifa's efforts to curse my Poll Numbers.,0,0,Neutral
"Okay Lamestream Media Ass Clowns; how does one die from COVID when they;ve tested negative for the virus?
",0.45,0.1,Positive
"   Citation needed for the truth. O wait, it wasnt in the Lamestream media so it never happened",0,0,Neutral
    These antifas are brainwashed by fake news media. They easly touched by lamestream media propoganda .,1,-0.5,Negative
"Jan 20, 2021: ""We never said Biden wouldn't be sworn in. We meant that Biden wouldn't be sworn in if we counted just the legal votes, and we all know that votes for Democrats are ILLEGAL. The LameStream Fake News media always gets this wrong!!!!!!!"" ",0.65,-0.45,Negative
 The lamestream media won't report this.,0,0,Neutral
"Unlike you sheeple who listen to the lamestream media, I still use real candles on my christmas tree",0.3,0.2,Positive
" Retweet far and wide. The mainstream crickets can't stop our duly elected  

 sister media NTD getting 10X more views than Lamestream FOX  

",0.633333333,0.166666667,Positive
 Lamestream media welcome to the club,0.9,0.8,Positive
 The fight will never end vs LAMESTREAM MEDIA The lies have caught up to them! Their Kids are growing up and starting to realize how The so called Journalists lies have brought misery to the families and Americans who care about their Country! Ratings down liemore,0.194444444,-0.077777778,Negative
 Lamestream media 😄 ,0,0,Neutral
Wow  using covid19 as a political pawn Democrats and the lamestream media puppets for Democrats using the ChinaVirus to compromise our Presidential elections and they will use the virus to compromise the Georgia elections! DemocRATS stole our elections! ,0.55,0.05,Positive
 Election of the Century and the Democratic Party had to Cheat to Get their way! Of course the LAMESTREAM Media is Out of Control with Lowest Ratings ever! Never to Recover from a treacherous lies to their children and Americans! When Ratings go down they lie more,0.394444444,0.172222222,Positive
"Threatening an old man's health too, the lamestream media won't tell you that ",0.2,0.1,Positive
 The haters The Lamestream media will never get it.  Trumps appeal is 'he's one of us'!,0,0,Neutral
President Trump never lied about the lamestream media puppets for Democrats! cnn MSNBC NBC CBS ABC are disgusting hateful liars that hated President Trump so much they lied and spew hate and racism to divide the American People against each other! ,0.529166667,-0.442708333,Negative
" is 🔥 
This man is the greatest President in the US! You know who’s unhappy with that? The Luciferians who worship wealth, power &amp; complete control (see CA, MI, PA, Dems, Deep State, Lamestream Media, etc). You know I’m right ... FourMoreYears",0.647142857,0.157142857,Positive
Nothings lost yet. Certified votes from the states still elect the president not the china-owned lamestream legacy media ,0.9,0.8,Positive
" There is plenty of evidence if you look outside the Lamestream, corrupt media",0.525,-0.25,Negative
 Bruh articles are now trying to exploit the horny virgins out there. A new low for lamestream media,0.377272727,0.068181818,Positive
It's BULLSHIT. They wouldn't take the chance of the side effects. More lamestream media lies.,0.5,0.5,Positive
"Lamestream Media (MSM): There is no evidence of fraud in the 2020 election.... (Except for the few thousand items presented in the courts, &amp; hundreds of the eye witnesses given testimonies under oath &amp; penalty of perjury.... Nothing to see here folks .... ",0.1,-0.2,Negative
"The Georgia rally is happening live as I tweet this.  I guarantee you within a week or so, the lamestream media will be calling this a ""super spreader"" event.",0.583333333,0.234848485,Positive
  do you even know which MAIL IN BALLOTS THAT ARE CONTESTED ? its not the MILITARY ballots ... my guess lamestream MEDIA isnt saying that ...,0.1,-0.1,Negative
" I mean, all his interviews have been outside the lamestream media. Zack is a man of the people.",0.36875,-0.15625,Negative
Do you think the Lamestream media will air Trump's rally tonight? 👎,0,0,Neutral
   Oh no they broke it. Damn lamestream media.,0,0,Neutral
"   I GOT THE MISSING VIDEO FOOTAGE!!!
CHECK AND MATE LAMESTREAM MEDIA!! HAHA!!! ",0.175,-0.109863281,Negative
Keep doing what you're doing ..it's fantastic how you're pushing back on fake MSM and lamestream media putting them exactly where they belong...in the gutter...excellent job... ,0.5375,0.0375,Positive
"Hey Redbaiter, since the lamestream media do not want to report on this stuff. We can look into  and see what we can do  - stay tuned 🙂 ",0,0,Neutral
"  I GOT THE MISSING VIDEO FOOTAGE!!!
CHECK AND MATE LAMESTREAM MEDIA!! HAHA!!! ",0.175,-0.109863281,Negative
 Overdosed on LAMESTREAM media!!!! 🤢🤮,0,0,Neutral
"“Lamestream media will get destroyed, mark my words.”",0,0,Neutral
" Sana instead of comma, dapat 'and' na lang para hindi magulo ang headline. Well.. that's lamestream media.",0,0,Neutral
"But according to all the Lamestream media, Demoncrats and Bill Barr....nothing to see here.

",0,0,Neutral
"For 'world horrified' read twatter and lamestream media. When they have to quote 'actor Reese Dinsdale' you can hear the bottom of barrels being scraped.
",0,0,Neutral
"  Smart customers like you are exactly the folk we extend an opportunity to buy my proprietary investment product. It’s for people who know not to trust Wall Street, the Better Business Bureau, or the lamestream media. There are many ways to participate.",0.473214286,0.366071429,Positive
" And the lamestream media still says ""What evidence?...."" ",0,0,Neutral
LAMESTREAM MEDIA,0,0,Neutral
 Thank you Tulsi you got screwed by the lamestream media they didn't give you any coverage but I follow you i believe in you and wanted so bad to see you become president youre what we need,0.666666667,-0.7,Negative
  And the lamestream media plus fat pig morgan will demonise them as hooligans,0,0,Neutral
  YEAH!!! LAMESTREAM MEDIA PROBABLY THINKS PEOPLE CAN JUST SUBSTRACT THE DEATHS FROM THE TOTAL CASES &amp; MAGICALLY FIGURE OUT HOW MANY HAVE RECOVERED!!! LIKE ITS ARITHMATIC OR SUMTHIN! Trump2020,0.75,0.5,Positive
lamestream media ,0,0,Neutral
" lamestream media is claiming that you have a very tiny penis, possibly the tiniest ever! Wow, unbelievable! Please post a photo to prove them wrong! ",0.91,-0.1675,Negative
 Desserts made from fruit?!?!? FAKE NEWS from the LAMESTREAM MEDIA!,1,-0.625,Negative
"  YES BRO

TO HELL WITH DEMOCRACY! 
TRUMP FAMILY DICTATORSHIP = FREED0M!

LIBS WILL AGREE AFTER MASS INTERNMENT AND REPROGRAMMING!

SEBSTAIN GORKA HEAD OF PUBLIC BROADCASTING. LAMESTREAM MEDIA inc FOX BANNED!

FLYNN TO HEAD MILITARY &amp; MAGA ARMY. USA TO RULE UK &amp; EU! 

MAGA! 💪🇺🇸🇷🇺 ",0.083333333,-0.078125,Negative
"It’s so funny to me that Lamestream Media won’t cover any of the hearings presented by Rudy Giuliani and Jenna Ellis with people who have made sworn testimonies. The Lamestream Media covered the Russia Hoax like nobody’s business. Oh yea I forgot, it goes against their narrative",1,0.25,Positive
 Oh I know he won. It's just a matter of getting things ready for the mass rioting that will soon follow the announcement that the Lamestream media can no longer keep from the masses,0.5,0.2,Positive
"”The glitches were programmed into the voting machine, software system, poll workers were trained to throw away ballots with the president's name on it, &amp; the communist democratic party is involved, there’s numerous of evidence, &amp; the lamestream media knows it.”

DrainTheSwamp!",0.5,0,Neutral
